City,Company,Title,Job_Type,State,Seniority_Level,Employment_Type,Job_Function,Industries,Skills,latitude,longitude
Sydney,Amazon Web Services (AWS),"Data Engineer - AWS Networking, Customer Experience Insights and Analytics",Data Engineer,New South Wales,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Software Development, and Technology, Information and Internet","aws, go, java, python, ruby, scala, sql, tableau",-33.865,151.2094
Sydney,Zip Co,"Data Scientist, Credit Risk",Data Scientist,New South Wales,Mid-Senior level,Full-time,"Finance, Information Technology, and Engineering",IT Services and IT Consulting and Financial Services,"python, r, sql",-33.865,151.2094
Sydney,Endeavour Group,Data Engineer,Data Engineer,New South Wales,Mid-Senior level,Full-time,Information Technology,Retail,"azure, python, sql",-33.865,151.2094
Sydney,Macquarie Group,Full Stack Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Engineering and Information Technology,"Banking, Financial Services, and Investment Banking","aws, git, java, jira, powerbi, python, scala",-33.865,151.2094
Sydney,Macquarie Group,Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking","aws, python, spark",-33.865,151.2094
Sydney,BaptistCare NSW & ACT,Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Information Technology,Non-profit Organizations,"azure, sql",-33.865,151.2094
Sydney,INGRITY,Data Engineer (Contract),Data Engineer,New South Wales,Associate,Contract,Information Technology,IT Services and IT Consulting,"aws, spark, sql, tableau",-33.865,151.2094
Sydney,Cuusoo,Data Engineer (Databricks),Data Engineer,New South Wales,Associate,Full-time,Information Technology and Consulting,IT Services and IT Consulting and Business Consulting and Services,"aws, azure, python, scala, spark, sql",-33.865,151.2094
Sydney,KPMG Australia,Senior Data Scientist - Market & Competitor Intelligence,Data Scientist,New South Wales,Not Applicable,Full-time,Engineering and Information Technology,"Financial Services, Business Consulting and Services, and Accounting","powerbi, python, r, sql",-33.865,151.2094
Sydney,Talent Insights Group,Data Scientist - Finance & Investment,Data Scientist,New South Wales,Associate,Full-time,"Analyst, Finance, and Strategy/Planning",Financial Services and Investment Management,"python, r, sql",-33.865,151.2094
Sydney,Talent Insights Group,Senior Data Analyst,Data Analyst,New South Wales,Mid-Senior level,Full-time,Analyst and Information Technology,IT Services and IT Consulting and Retail,"sql, tableau",-33.865,151.2094
Sydney,Atlassian,"Senior Data Scientist, Insights and Data Enablement",Data Scientist,New South Wales,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"jira, python, r, spark, sql, tableau",-33.865,151.2094
Sydney,Servian,Big Data Engineer,Data Engineer,New South Wales,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"aws, azure, snowflake, sql",-33.865,151.2094
Sydney,Quantium,Lead Data Scientist,Data Scientist,New South Wales,Mid-Senior level,Full-time,"Consulting, Information Technology, and Analyst",IT Services and IT Consulting and Retail,"python, r, sql",-33.865,151.2094
Sydney,Agoda,"Senior Data Analyst, Partner Development – (Statistics/ML/BI) (Bangkok-based, relocation provided)",Data Analyst,New South Wales,Associate,Full-time,Information Technology,"Technology, Information and Internet","java, python, r, scala, sql, tableau",-33.865,151.2094
Sydney,SKL Technology,Senior Data Scientist,Data Scientist,New South Wales,Associate,Full-time,Information Technology,Insurance,"aws, python, r",-33.865,151.2094
Sydney,Open,Data Engineer,Data Engineer,New South Wales,Entry level,Full-time,Information Technology,Insurance,"aws, javascript, python, sql",-33.865,151.2094
Sydney,ZSoft Technologies Pty Ltd,Cloud Data Engineers - multiple roles,Data Engineer,New South Wales,Entry level,Contract,Information Technology,IT Services and IT Consulting,"azure, sql",-33.865,151.2094
Sydney,Datacom,Graduate - Data Analyst,Data Analyst,New South Wales,Entry level,Full-time,Information Technology,IT Services and IT Consulting,excel,-33.865,151.2094
Sydney,Rubix Solutions Pty Ltd,Senior Data Engineer,Data Engineer,New South Wales,Associate,Contract,Information Technology,Staffing and Recruiting,"aws, spark, sql",-33.865,151.2094
Sydney,TAL Australia,Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,General Business,Insurance,"azure, go, sql",-33.865,151.2094
Sydney,Pearson,Senior Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Information Technology,E-Learning Providers and Education Administration Programs,"aws, jira, python",-33.865,151.2094
Sydney,Zip Co,"Senior Data Scientist, Credit Risk",Data Scientist,New South Wales,Mid-Senior level,Full-time,"Finance, Information Technology, and Engineering",IT Services and IT Consulting and Financial Services,"python, r, sql",-33.865,151.2094
Sydney,Domain,Junior Data Scientist,Data Scientist,New South Wales,Associate,Full-time,Information Technology,IT Services and IT Consulting,"azure, python, sql",-33.865,151.2094
Sydney,Crypto Recruit,Data Scientist - Blockchain Intelligence,Data Scientist,New South Wales,Entry level,Full-time,Engineering and Information Technology,Human Resources Services,"go, python, r, snowflake",-33.865,151.2094
Sydney,Accenture Australia,Data Engineer - Integration / Migration,Data Engineer,New South Wales,Mid-Senior level,Full-time,Research and Strategy/Planning,IT Services and IT Consulting,"aws, azure, git, java, jenkins",-33.865,151.2094
Sydney,Zip Co,"Senior Data Analyst, Commercial",Data Analyst,New South Wales,Associate,Full-time,Information Technology,IT Services and IT Consulting and Financial Services,"go, powerbi, snowflake, sql, tableau",-33.865,151.2094
Sydney,Willow,Senior Data Engineer - Snowflake,Data Engineer,New South Wales,Associate,Full-time,Information Technology,Software Development,"azure, c, git, python, snowflake, spark, sql, tableau",-33.865,151.2094
Sydney,Woolworths Group,Senior Data Scientist,Data Scientist,New South Wales,Mid-Senior level,Full-time,Engineering and Information Technology,Food and Beverage Retail,"azure, python, sql",-33.865,151.2094
Sydney,Servian,Senior Data Engineer,Data Engineer,New South Wales,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, sql",-33.865,151.2094
Sydney,SustainAbility Consulting,Lead Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting and Telecommunications,"python, sql, tableau",-33.865,151.2094
Sydney,TPG Telecom,Data Scientist,Data Scientist,New South Wales,Associate,Full-time,Engineering and Information Technology,Telecommunications,"aws, python, spark, sql",-33.865,151.2094
Sydney,FIRESOFT People,Data Engineer,Data Engineer,New South Wales,Entry level,Full-time,Information Technology,IT Services and IT Consulting,"python, sql",-33.865,151.2094
Sydney,Seven Network,Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,"Information Technology, Customer Service, and Engineering",Broadcast Media Production and Distribution,,-33.865,151.2094
Sydney,Cevo Australia,"Lead Data Engineer, AWS",Data Engineer,New South Wales,Mid-Senior level,Full-time,"Engineering, Information Technology, and Consulting",IT Services and IT Consulting,aws,-33.865,151.2094
Sydney,Quantium,Wiq - Senior Data Scientist - Sydney,Data Scientist,New South Wales,Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"python, r, sql",-33.865,151.2094
Sydney,GE Digital,Sr Data Scientist,Data Scientist,New South Wales,Mid-Senior level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Software Development, and Computer and Network Security","azure, python, r, tableau",-33.865,151.2094
Sydney,ASIC,Senior Data Engineer,Data Engineer,New South Wales,Mid-Senior level,Full-time,Information Technology,Government Administration,"aws, python, sql",-33.865,151.2094
Sydney,"Susquehanna International Group, LLP (SIG)",Machine Learning Data Scientist (PhD /Experienced),Data Scientist,New South Wales,Mid-Senior level,Full-time,"Research, Science, and Information Technology","Capital Markets, Software Development, and Financial Services","c, python",-33.865,151.2094
Sydney,Afterpay,Data Scientist,Data Scientist,New South Wales,Associate,Full-time,Engineering,IT Services and IT Consulting,"go, python, sql, tableau",-33.865,151.2094
Sydney,Cognizant,Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Information Technology,Software Development,"jenkins, powerbi, sql, tableau",-33.865,151.2094
Sydney,Hire Digital,"Data Scientist (remote, freelance)",Data Scientist,New South Wales,Mid-Senior level,Part-time,Engineering and Information Technology,Advertising Services,"excel, powerbi, python, r, sql, tableau",-33.865,151.2094
Sydney,Ignite,Lead Data Engineer,Data Engineer,New South Wales,Associate,Contract,Information Technology,Staffing and Recruiting,sql,-33.865,151.2094
Sydney,Westpac Group,Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking","azure, git, java, jenkins, jira, python, scala, spark, sql",-33.865,151.2094
Sydney,Qualtrics,Client-Facing Principal Data Scientist,Data Scientist,New South Wales,Entry level,Full-time,Engineering and Information Technology,Software Development,"c, python, r, sql",-33.865,151.2094
Sydney,Endeavour Group,Junior Data Scientist,Data Scientist,New South Wales,Mid-Senior level,Full-time,Engineering and Information Technology,Retail,"git, python, spark, sql",-33.865,151.2094
Sydney,Crypto Recruit,Data Engineer - Metaverse Project,Data Engineer,New South Wales,Entry level,Full-time,Information Technology,Human Resources Services,"python, sql",-33.865,151.2094
Sydney,Correlate Resources,Senior Data Scientist,Data Scientist,New South Wales,Associate,Full-time,Engineering and Information Technology,Staffing and Recruiting,"azure, python, sql",-33.865,151.2094
Sydney,Mantel Group,Data Engineer (AWS / GCP / Azure / Databricks),Data Engineer,New South Wales,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting and Business Consulting and Services,"aws, azure",-33.865,151.2094
Sydney,Toyota Finance Australia,Principal Data Scientist,Data Scientist,New South Wales,Mid-Senior level,Full-time,Information Technology and Science,Motor Vehicle Manufacturing and Financial Services,"r, sql",-33.865,151.2094
Sydney,Launch Recruitment,Data Scientist,Data Scientist,New South Wales,Entry level,Contract,"Project Management, Management, and Product Management","IT Services and IT Consulting, Software Development, and Technology, Information and Internet","aws, python, snowflake",-33.865,151.2094
Sydney,JCDecaux Australia,Data Engineer,Data Engineer,New South Wales,Mid-Senior level,Full-time,Information Technology,Advertising Services,"aws, java, python, scala, sql",-33.865,151.2094
Sydney,Macquarie Group,Principal Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Finance,"Banking, Financial Services, and Investment Banking","aws, spark, sql",-33.865,151.2094
Sydney,SustainAbility Consulting,Senior Data Engineer,Data Engineer,New South Wales,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting and Telecommunications,"aws, jira, python, spark, sql",-33.865,151.2094
Sydney,Deloitte,Senior Manager or Director/ Data Scientist | Multiple Locations,Data Scientist,New South Wales,Director,Full-time,Other,Legal Services,"python, r, sql, tableau",-33.865,151.2094
Sydney,TOM Executive,Lead Data Engineer - Financial Markets,Data Engineer,New South Wales,Mid-Senior level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Staffing and Recruiting, and Investment Management","azure, java, python, r, snowflake, sql",-33.865,151.2094
Sydney,Optus,Senior Fraud Data Scientist,Data Scientist,New South Wales,Associate,Full-time,Engineering and Information Technology,Telecommunications,"go, python, r, sql, tableau",-33.865,151.2094
Sydney,Impel Management,Senior Modelling Analyst/Data Scientist,Data Scientist,New South Wales,Associate,Full-time,Information Technology,Human Resources Services,sql,-33.865,151.2094
Sydney,Atlassian,Senior Data Scientist,Data Scientist,New South Wales,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"python, r, spark, sql, tableau",-33.865,151.2094
Sydney,Atlassian,"Principal Data Scientist, Developer Productivity",Data Scientist,New South Wales,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"jira, python, r, spark, sql, tableau",-33.865,151.2094
Sydney,Macquarie Group,Senior Data Scientist,Data Scientist,New South Wales,Not Applicable,Full-time,Finance,"Banking, Financial Services, and Investment Banking","python, r, sql",-33.865,151.2094
Sydney,Downer,Data Scientist,Data Scientist,New South Wales,Entry level,Full-time,Other and Engineering,Civil Engineering and Industrial Machinery Manufacturing,"powerbi, python, sql",-33.865,151.2094
Sydney,Michael Page,Data Engineer (Software),Data Engineer,New South Wales,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Telecommunications, and Biotechnology Research","c, java, matplotlib, python, spark",-33.865,151.2094
Sydney,Servian,Data Engineer/Consultant,Data Engineer,New South Wales,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, java, python, scala, snowflake, spark, sql",-33.865,151.2094
Townsville,Kasna,Lead Data Engineer (GCP),Data Engineer,Queensland,Mid-Senior level,Full-time,"Information Technology, Consulting, and Engineering",IT Services and IT Consulting,"aws, azure, powerbi",-19.2564,146.8183
