City,Company,Title,Job_Type,State,Seniority_Level,Employment_Type,Job_Function,Industries,Skills,latitude,longitude
Adelaide,SONITEC,Data Analyst,Data Analyst,South Australia,Mid-Senior level,Full-time,"Consulting, Engineering, and Information Technology",IT Services and IT Consulting,"azure, excel, sql, tableau",-34.9289,138.6011
Adelaide,Capgemini,Data Analyst,Data Analyst,South Australia,Associate,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"html, javascript, python, r, snowflake, sql",-34.9289,138.6011
Adelaide,SustainAbility Consulting,Data Analyst,Data Analyst,South Australia,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting and Telecommunications,"excel, sql",-34.9289,138.6011
Adelaide,Capgemini,Data Engineer,Data Engineer,South Australia,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"aws, azure, c, java, python, scala, spark, sql",-34.9289,138.6011
Adelaide,Hire Digital,"Data Scientist (remote, freelance)",Data Scientist,South Australia,Mid-Senior level,Part-time,Engineering and Information Technology,Advertising Services,"excel, powerbi, python, r, sql, tableau",-34.9289,138.6011
Adelaide,Mantel Group,Data Engineer (AWS / GCP / Azure / Databricks),Data Engineer,South Australia,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting and Business Consulting and Services,"aws, azure",-34.9289,138.6011
Adelaide,SA Health,"Data Scientist, OCMIO",Data Scientist,South Australia,Entry level,Full-time,Engineering and Information Technology,Hospitals and Health Care,,-34.9289,138.6011
Adelaide,Agile Analytics,Lead Data Engineer,Data Engineer,South Australia,Associate,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, c, java, spark, sql",-34.9289,138.6011
Adelaide,PwC Australia,Cloud Data Engineer - Associate,Data Engineer,South Australia,Associate,Full-time,Information Technology,Business Consulting and Services,,-34.9289,138.6011
Adelaide,CoreLogic Australia,Data Engineer,Data Engineer,South Australia,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting and Real Estate,python,-34.9289,138.6011
Adelaide,Talent,Data Engineer,Data Engineer,South Australia,Entry level,Full-time,Information Technology,IT Services and IT Consulting,"snowflake, sql",-34.9289,138.6011
Adelaide,Randstad Australia,Cloud Data Engineer,Data Engineer,South Australia,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,"azure, powerbi, python, snowflake, sql",-34.9289,138.6011
Adelaide,EY,Senior Data Scientist | Data & Analytics,Data Scientist,South Australia,Mid-Senior level,Full-time,Engineering and Information Technology,Accounting,"aws, go, python, r, scala, sql",-34.9289,138.6011
Adelaide,eliiza,Senior Data Engineer,Data Engineer,South Australia,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, java, python, scala, snowflake, spark",-34.9289,138.6011
Adelaide,THE ICONIC,Senior Data Engineer (Remote Working Opportunity),Data Engineer,South Australia,Associate,Full-time,Information Technology,Retail,"aws, python, r, sql",-34.9289,138.6011
Adelaide,Capgemini,Test Data Engineer,Data Engineer,South Australia,Associate,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"python, sql",-34.9289,138.6011
Adelaide,Agile Analytics,Data Engineer,Data Engineer,South Australia,Associate,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, c, java, spark, sql",-34.9289,138.6011
Adelaide,KPMG Australia,Data Analyst - Adelaide,Data Analyst,South Australia,Not Applicable,Full-time,Information Technology,"Financial Services, Business Consulting and Services, and Accounting","azure, javascript, python, sql, tableau",-34.9289,138.6011
Adelaide,Macquarie Group,Data Engineer - Capital Transformation Program,Data Engineer,South Australia,Not Applicable,Contract,Information Technology,"Banking, Financial Services, and Investment Banking","aws, excel, spark, sql",-34.9289,138.6011
Adelaide,Galileo Search,Senior Data Analyst,Data Analyst,South Australia,Mid-Senior level,Full-time,Information Technology,Financial Services,"excel, python, sql",-34.9289,138.6011
Alice Springs,Central Australian Aboriginal Congress Aboriginal Corporation,"Senior Data Analyst Alice Springs, NT",Data Analyst,Northern Territory,Not Applicable,Contract,Information Technology,Hospitals and Health Care,,-23.7,133.8667
Bentley,Horizon Power,Data Scientist,Data Scientist,Western Australia,Entry level,Full-time,Engineering and Information Technology,Utilities,"aws, git, python, snowflake, sql",-32.001,115.924
Brisbane,Comparethemarket.com.au,Senior Data Engineer,Data Engineer,Queensland,Associate,Full-time,Information Technology,Financial Services,"python, snowflake, sql",-27.4678,153.0281
Brisbane,Michael Page,Data Scientist,Data Scientist,Queensland,Entry level,Contract,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage and Truck Transportation","r, sql",-27.4678,153.0281
Brisbane,Comparethemarket.com.au,Senior Data Engineer,Data Engineer,Queensland,Associate,Full-time,Information Technology,Financial Services,"aws, jira, python, r, sql",-27.4678,153.0281
Brisbane,Redwolf + Rosch,Data Engineer,Data Engineer,Queensland,Mid-Senior level,Full-time,Information Technology and Engineering,IT Services and IT Consulting and Information Services,"jenkins, python, sql",-27.4678,153.0281
Brisbane,Quantium,Wiq - Data Scientist / Senior Data Scientist - Brisbane,Data Scientist,Queensland,Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"python, r, sql",-27.4678,153.0281
Brisbane,TechnologyOne,Data Engineer,Data Engineer,Queensland,Entry level,Full-time,Information Technology,Software Development,"aws, c, go, java, python, scala, spark",-27.4678,153.0281
Brisbane,Australian Retirement Trust,Senior Data Engineer,Data Engineer,Queensland,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services","azure, python, r, sql",-27.4678,153.0281
Brisbane,Elysium Digital,Azure Data Engineer - Brisbane,Data Engineer,Queensland,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"azure, go, powerbi, sql",-27.4678,153.0281
Brisbane,Australian Digital Health Agency,"APS5/APS6 Full Stack Developer, Website Developer, Data Engineer, System & Network Administrator",Data Engineer,Queensland,Mid-Senior level,Full-time,Information Technology and Other,IT Services and IT Consulting,,-27.4678,153.0281
Brisbane,Kasna,Lead Data Engineer (GCP),Data Engineer,Queensland,Mid-Senior level,Full-time,"Information Technology, Consulting, and Engineering",IT Services and IT Consulting,"aws, azure, powerbi",-27.4678,153.0281
Brisbane,eliiza,Senior Data Engineer,Data Engineer,Queensland,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting and Business Consulting and Services,"aws, azure, java, python, scala, snowflake, spark",-27.4678,153.0281
Brisbane,Entain,MarTech Data Engineer,Data Engineer,Queensland,Mid-Senior level,Full-time,Analyst,Entertainment Providers,"azure, go, snowflake, sql",-27.4678,153.0281
Brisbane,Azenix,Azure Data Engineer (Senior - Lead),Data Engineer,Queensland,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure",-27.4678,153.0281
Brisbane,GenesisCare,BI Data Engineer,Data Engineer,Queensland,Entry level,Full-time,Business Development and Sales,Hospitals and Health Care,"azure, python, sql",-27.4678,153.0281
Brisbane,Australian Retirement Trust,Data Analyst,Data Analyst,Queensland,Entry level,Full-time,Analyst and Information Technology,"Banking, Insurance, and Financial Services","excel, python, r, sql",-27.4678,153.0281
Brisbane,Randstad Australia,Data Engineer - Azure - 12 Month Contract,Data Engineer,Queensland,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,"azure, sql",-27.4678,153.0281
Brisbane,Children's Health Queensland Hospital and Health Service,Principal Data Analyst Patient Safety and Quality,Data Analyst,Queensland,Mid-Senior level,Full-time,Information Technology,Hospitals and Health Care,,-27.4678,153.0281
Brisbane,Go1,Senior Data Engineer,Data Engineer,Queensland,Associate,Full-time,Information Technology,E-Learning Providers,"go, java, python, sql",-27.4678,153.0281
Brisbane,Auto & General,Pricing Data Scientist,Data Scientist,Queensland,Entry level,Full-time,Engineering and Information Technology,Insurance,"r, sql",-27.4678,153.0281
Brisbane,Endeavour Foundation,Data Analyst,Data Analyst,Queensland,Entry level,Full-time,Information Technology,Individual and Family Services,"excel, powerbi, python, r, sql",-27.4678,153.0281
Brisbane,Entain,Data Engineer,Data Engineer,Queensland,Mid-Senior level,Full-time,Information Technology,Entertainment Providers,"aws, go, snowflake, sql, tableau",-27.4678,153.0281
Brisbane,Peoplebank,Azure Data Engineer,Data Engineer,Queensland,Entry level,Contract,Information Technology,Staffing and Recruiting,"azure, sql",-27.4678,153.0281
Brisbane,Commonwealth Bank,Senior Data Engineer,Data Engineer,Queensland,Associate,Full-time,Information Technology,Banking,"java, python, r, scala, spark, tableau",-27.4678,153.0281
Brisbane,Versent,Principal Data Engineer,Data Engineer,Queensland,Mid-Senior level,Full-time,Consulting and Information Technology,"IT Services and IT Consulting, Information Services, and Computer Networking Products","aws, snowflake, tableau",-27.4678,153.0281
Brisbane,Michael Page,Data Engineer,Data Engineer,Queensland,Entry level,Full-time,Information Technology,Travel Arrangements,"aws, javascript, python, r, scala, snowflake, sql",-27.4678,153.0281
Brisbane,TEKsystems,Data Analyst,Data Analyst,Queensland,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,sql,-27.4678,153.0281
Brisbane,Capgemini,Senior Data Engineer - Azure,Data Engineer,Queensland,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,"azure, sql",-27.4678,153.0281
Brisbane,TEKsystems,Data Engineer (AWS),Data Engineer,Queensland,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,"aws, sql",-27.4678,153.0281
Brisbane,TEKsystems,Data Engineer,Data Engineer,Queensland,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,"aws, snowflake",-27.4678,153.0281
Brisbane,Versent,Senior Data Analyst,Data Analyst,Queensland,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, snowflake",-27.4678,153.0281
Brisbane,Everledger,Senior Data Engineer- Brisbane,Data Engineer,Queensland,Associate,Full-time,Information Technology,IT Services and IT Consulting,"aws, python, sql",-27.4678,153.0281
Brisbane,The University of Queensland,Data Scientist (Marketing),Data Scientist,Queensland,Entry level,Full-time,Marketing,Research Services,"aws, azure, python, r, spark, sql",-27.4678,153.0281
Brisbane,Elysium Digital,Azure Data Engineer,Data Engineer,Queensland,Entry level,Contract,Information Technology,IT Services and IT Consulting,"azure, powerbi, sql",-27.4678,153.0281
Brisbane,Randstad Australia,Specialist Data Scientist,Data Scientist,Queensland,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,"jira, python, r, sql",-27.4678,153.0281
Brisbane,Arq Group,AWS Data Engineer,Data Engineer,Queensland,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting,"aws, azure, git, jenkins, powerbi, python, snowflake, spark, sql, tableau",-27.4678,153.0281
Brisbane,Origin Energy,Subsurface Data Analyst,Data Analyst,Queensland,Not Applicable,Full-time,Information Technology,Mining and Oil and Gas,"python, sql",-27.4678,153.0281
Brisbane,NTT Ltd.,Data Analyst,Data Analyst,Queensland,Mid-Senior level,Contract,Information Technology and Analyst,IT Services and IT Consulting,"aws, sql, tableau",-27.4678,153.0281
Brisbane,Aginic,Experienced Data Analyst,Data Analyst,Queensland,Associate,Full-time,Information Technology,IT Services and IT Consulting,"azure, go, python, snowflake, sql",-27.4678,153.0281
Brisbane,eliiza,Senior Data Scientist,Data Scientist,Queensland,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"python, r",-27.4678,153.0281
Brisbane,SONITEC,Lead Data Engineer - Google Cloud Platform,Data Engineer,Queensland,Mid-Senior level,Full-time,"Consulting, Engineering, and Information Technology",IT Services and IT Consulting,"aws, azure, java, python, scala, snowflake, spark, sql",-27.4678,153.0281
Brisbane,Australian Institute of Company Directors,"Data Analyst (Marketing Online Focus) - Brisbane, Melbourne, Sydney or Canberra",Data Analyst,Queensland,Entry level,Full-time,Information Technology,Non-profit Organizations,"python, r, scala, sql",-27.4678,153.0281
Brisbane,TEKsystems,Data Engineer (Azure),Data Engineer,Queensland,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,azure,-27.4678,153.0281
Brisbane,Comparethemarket.com.au,Senior Data Engineer,Data Engineer,Queensland,Associate,Full-time,Information Technology,Financial Services,,-27.4678,153.0281
Brisbane,Capgemini,Data Engineer - Azure,Data Engineer,Queensland,Mid-Senior level,Full-time,"Consulting, Information Technology, and Sales",IT Services and IT Consulting and Business Consulting and Services,"azure, c, python, sql",-27.4678,153.0281
Brisbane,Mantel Group,Data Engineer (AWS / GCP / Azure / Databricks),Data Engineer,Queensland,Mid-Senior level,Full-time,Information Technology and Consulting,IT Services and IT Consulting and Business Consulting and Services,"aws, azure",-27.4678,153.0281
Brisbane,Matrix IT Recruitment,Data Engineer,Data Engineer,Queensland,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,"python, sql",-27.4678,153.0281
Brisbane,Arup,"Senior Data Scientist/Transport Planner, Brisbane",Data Scientist,Queensland,Mid-Senior level,Full-time,"Design, Consulting, and Engineering","Architecture and Planning, Design Services, and Truck Transportation","c, javascript, powerbi, python, r, sql, tableau",-27.4678,153.0281
Camperdown,Ally Fashion,"Junior Data Analyst, Camperdown, NSW",Data Analyst,New South Wales,Associate,Full-time,Information Technology,Retail,"powerbi, python, sql",-38.2333,143.15
Canberra,ARIS•ZINC,Data Engineer/Analyst,Data Engineer,Australian Capital Territory,Entry level,Full-time,Information Technology,Staffing and Recruiting,sql,-35.2931,149.1269
Canberra,Randstad Australia,Data Analyst,Data Analyst,Australian Capital Territory,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Telecommunications, and Computers and Electronics Manufacturing","python, r, sql",-35.2931,149.1269
Canberra,Chandler Macleod,Data Analyst,Data Analyst,Australian Capital Territory,Entry level,Full-time,Information Technology,Human Resources Services,excel,-35.2931,149.1269
Canberra,PwC Australia,Data Analyst | Manager,Data Analyst,Australian Capital Territory,Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,,-35.2931,149.1269
Canberra,Canberra Consulting,Data Analyst and Reporting Officer,Data Analyst,Australian Capital Territory,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,,-35.2931,149.1269
Canberra,CUE-X,SQL Developer/Data Engineer,Data Engineer,Australian Capital Territory,Entry level,Contract,Information Technology,Computer and Network Security,"azure, c, python, sql",-35.2931,149.1269
Canberra,KPMG Australia,Data Analyst - Australian Citizens Only with NV1 Clearance,Data Analyst,Australian Capital Territory,Not Applicable,Full-time,Information Technology,"Financial Services, Business Consulting and Services, and Accounting",,-35.2931,149.1269
Canberra,Green Light Worldwide,Data Analyst & Modeller,Data Analyst,Australian Capital Territory,Associate,Contract,Information Technology,IT Services and IT Consulting,"azure, tableau",-35.2931,149.1269
Canberra,Hire Digital,"Data Scientist (remote, freelance)",Data Scientist,Australian Capital Territory,Mid-Senior level,Part-time,Engineering and Information Technology,Advertising Services,"excel, powerbi, python, r, sql, tableau",-35.2931,149.1269
Canberra,Whizdom Recruitment,Data Analyst and Reporting Officer,Data Analyst,Australian Capital Territory,Entry level,Contract,Information Technology,Staffing and Recruiting,,-35.2931,149.1269
Canberra,Emanate Technology,Senior Data Engineer,Data Engineer,Australian Capital Territory,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,azure,-35.2931,149.1269
Canberra,Leidos Australia,Data Analyst,Data Analyst,Australian Capital Territory,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"python, sql",-35.2931,149.1269
Canberra,"Systems Planning and Analysis, Inc.",Data Scientist,Data Scientist,Australian Capital Territory,Entry level,Full-time,Engineering and Information Technology,"Defense and Space Manufacturing, Aviation and Aerospace Component Manufacturing, and Armed Forces","c, python, r, sql",-35.2931,149.1269
Canberra,Green Light Worldwide,Data Engineer,Data Engineer,Australian Capital Territory,Mid-Senior level,Contract,Engineering,IT Services and IT Consulting,"aws, java, python, r, snowflake, spark",-35.2931,149.1269
Canberra,PwC Australia,Manager | Data Analyst - Insight Analytics,Data Analyst,Australian Capital Territory,Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,"powerbi, sql, tableau",-35.2931,149.1269
Canberra,PwC Australia,Data Analyst | Senior Associate,Data Analyst,Australian Capital Territory,Mid-Senior level,Full-time,Information Technology,Business Consulting and Services,,-35.2931,149.1269
Canberra,Emanate Technology,Data Engineer,Data Engineer,Australian Capital Territory,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,azure,-35.2931,149.1269
Canberra,Nexus Silicon Technologies,Data Scientist Intern,Data Scientist,Australian Capital Territory,Entry level,Internship,Engineering and Information Technology,IT Services and IT Consulting,,-35.2931,149.1269
Canberra,Capgemini,Software Engineer (Data Engineer),Data Engineer,Australian Capital Territory,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting and Business Consulting and Services,"aws, azure, c, java, scala, spark, sql",-35.2931,149.1269
Cobar,Glencore,Master Data Analyst,Data Analyst,New South Wales,Associate,Full-time,Information Technology,"Oil, Gas, and Mining",,-31.4997,145.8319
Cobar,Glencore Australia,Master Data Analyst,Data Analyst,New South Wales,Associate,Full-time,Information Technology,Mining,,-31.4997,145.8319
Dandenong,Baby Bunting,Senior Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,Retail,"azure, python, sql",-37.981,145.215
Hobart,Cuusoo,Data Engineer (Databricks),Data Engineer,Tasmania,Associate,Full-time,Consulting and Information Technology,IT Services and IT Consulting and Business Consulting and Services,"aws, azure, python, scala, spark, sql",-42.8806,147.325
Hobart,Insignia Financial,Data Analyst,Data Analyst,Tasmania,Entry level,Full-time,Information Technology,Financial Services,sql,-42.8806,147.325
Hobart,Insignia Financial,Lead Data Analyst,Data Analyst,Tasmania,Associate,Full-time,Information Technology,Financial Services,sql,-42.8806,147.325
Lucknow,Virtue Analytics,Virtue Analytics - Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Information Technology,Computer Networking Products,r,-37.8133,147.6481
Lucknow,Virtue Analytics,Virtue Analytics - Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Computer Networking Products,r,-37.8133,147.6481
Lucknow,Virtue Analytics,Virtue Analytics - Data Scientist,Data Scientist,Victoria,Entry level,Full-time,Engineering and Information Technology,Computer Networking Products,r,-37.8133,147.6481
Melbourne,Flybuys,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Advertising Services,"aws, java, powerbi, python, snowflake, sql",-37.8136,144.9631
Melbourne,Green Light Worldwide,Data Analyst/Engineer,Data Analyst,Victoria,Associate,Contract,Information Technology,IT Services and IT Consulting,sql,-37.8136,144.9631
Melbourne,Tech Mahindra,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Contract,Information Technology and Consulting,"IT Services and IT Consulting, Software Development, and Telecommunications","sql, tableau",-37.8136,144.9631
Melbourne,Coles Group,Senior Data Analyst - Loyalty,Data Analyst,Victoria,Mid-Senior level,Full-time,Marketing and Analyst,Retail,"go, snowflake, sql, tableau",-37.8136,144.9631
Melbourne,Jobs via eFinancialCareers,Data Engineer Role Opportunity!,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Staffing and Recruiting,"azure, git, sql",-37.8136,144.9631
Melbourne,Bupa,Data Scientist,Data Scientist,Victoria,Entry level,Full-time,Engineering and Information Technology,Insurance Carriers,"powerbi, python, r, tableau",-37.8136,144.9631
Melbourne,Capgemini,Data Engineer Azure,Data Engineer,Victoria,Associate,Full-time,Information Technology,IT Services and IT Consulting,"azure, sql",-37.8136,144.9631
Melbourne,Talent,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Administrative,Staffing and Recruiting,"azure, r, sql",-37.8136,144.9631
Melbourne,Microsoft,Data Analyst - Clipchamp,Data Analyst,Victoria,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development","powerbi, python, r, spark, sql",-37.8136,144.9631
Melbourne,Block,"Data Analyst, Compliance",Data Analyst,Victoria,Associate,Full-time,Legal,Software Development,go,-37.8136,144.9631
Melbourne,Randstad Australia,Senior Data Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,"r, sql",-37.8136,144.9631
Melbourne,ANZ,Data Analyst - Group Property,Data Analyst,Victoria,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Accounting","powerbi, tableau",-37.8136,144.9631
Melbourne,Veritas Recruitment,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting,"excel, sql",-37.8136,144.9631
Melbourne,Toll Global Express,Data Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Finance,"Transportation, Logistics, Supply Chain and Storage","excel, python, r, sql",-37.8136,144.9631
Melbourne,Bupa,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Information Technology,Insurance Carriers,"python, sql",-37.8136,144.9631
Melbourne,NAB,Senior Analyst Engineer (Data Engineer),Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Banking,"aws, azure, spark",-37.8136,144.9631
Melbourne,Hexaware Technologies,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"excel, r, sql, tableau",-37.8136,144.9631
Melbourne,EY,Data Analyst | Data and Analytics,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,Accounting,sql,-37.8136,144.9631
Melbourne,Capgemini,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Business Consulting and Services,"powerbi, python, sql",-37.8136,144.9631
Melbourne,PageUp,Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Software Development,"aws, python, sql",-37.8136,144.9631
Melbourne,EY,Data Engineers - Technology Consulting - Data & Analytics,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Accounting,"azure, scala, spark, sql",-37.8136,144.9631
Melbourne,NAB,Consultant Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Banking,aws,-37.8136,144.9631
Melbourne,Aginic,Experienced Data Analyst,Data Analyst,Victoria,Associate,Full-time,Information Technology,IT Services and IT Consulting,"azure, go, python, snowflake, sql",-37.8136,144.9631
Melbourne,Dynamo Recruitment,"IT Data Analyst (Zap BI, Qlikview, Power BI)",Data Analyst,Victoria,Mid-Senior level,Contract,Information Technology,Human Resources Services,sql,-37.8136,144.9631
Melbourne,Cevo Australia,Lead Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,aws,-37.8136,144.9631
Melbourne,XPT Software Australia,Data Analyst(Big Data),Data Analyst,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting,"java, python, scala, spark",-37.8136,144.9631
Melbourne,HCL Australia Services Pty Limited,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"excel, sql",-37.8136,144.9631
Melbourne,L'Oréal,Senior Data Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Information Technology,Personal Care Product Manufacturing and Manufacturing,"excel, powerbi, python, r, sql, tableau",-37.8136,144.9631
Melbourne,Versent,Senior Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Consulting and Information Technology,"IT Services and IT Consulting, Information Services, and Computer and Network Security","aws, azure, jira, powerbi, python, r, snowflake, spark, sql, tableau",-37.8136,144.9631
Melbourne,Schneider Electric,Data Analyst,Data Analyst,Victoria,Entry level,Full-time,Information Technology,Electrical Equipment Manufacturing,"excel, sql",-37.8136,144.9631
Melbourne,Belong,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Telecommunications,"aws, go, java, python, r, spark, sql, tableau",-37.8136,144.9631
Melbourne,Stax,Mid-Level Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,IT Services and IT Consulting,"aws, python, sql",-37.8136,144.9631
Melbourne,InfoCentric,Azure Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, excel, snowflake",-37.8136,144.9631
Melbourne,7-Eleven Australia,Financial & Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Accounting/Auditing,Retail,"excel, sql",-37.8136,144.9631
Melbourne,Deloitte,Data Engineer,Data Engineer,Victoria,Entry level,Full-time,Information Technology,Legal Services,"aws, azure, go, powerbi, python, snowflake, sql, tableau",-37.8136,144.9631
Melbourne,Tech Mahindra,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, python, spark, sql",-37.8136,144.9631
Melbourne,Agoda,Associate Data Analyst- Customer Experience Group | Bangkok-based,Data Analyst,Victoria,Associate,Full-time,Information Technology,"Technology, Information and Internet","excel, java, python, r, sql, tableau",-37.8136,144.9631
Melbourne,Mercer,Investment Data Analyst,Data Analyst,Victoria,Not Applicable,Full-time,Information Technology,Insurance and Business Consulting and Services,"excel, r, sql, tableau",-37.8136,144.9631
Melbourne,ANZ,Data Engineer - ANZ Plus,Data Engineer,Victoria,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Accounting",,-37.8136,144.9631
Melbourne,Agoda,"Data Analyst(Bangkok Based, relocation provided)",Data Analyst,Victoria,Associate,Full-time,Information Technology,"Technology, Information and Internet","excel, java, python, r, sql, tableau",-37.8136,144.9631
Melbourne,Visa,Senior Data Analyst,Data Analyst,Victoria,Associate,Contract,Consulting,Credit Intermediation,"excel, python, sql, tableau",-37.8136,144.9631
Melbourne,Capgemini,Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,IT Services and IT Consulting,"aws, azure, python, r, snowflake",-37.8136,144.9631
Melbourne,Afterpay,Data Engineer,Data Engineer,Victoria,Associate,Full-time,Engineering,IT Services and IT Consulting,"aws, go, jira, python, spark, sql",-37.8136,144.9631
Melbourne,"Victorian Department of Families, Fairness & Housing","Data Analyst, Data and Reporting",Data Analyst,Victoria,Mid-Senior level,Part-time,Analyst,Government Administration,,-37.8136,144.9631
Melbourne,Australian Energy Market Operator (AEMO),Senior Data Scientist,Data Scientist,Victoria,Associate,Full-time,Engineering and Information Technology,Utilities,"matplotlib, plotly, powerbi, python, r, sql",-37.8136,144.9631
Melbourne,Nigel Frank International,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting,"java, python, scala, spark",-37.8136,144.9631
Melbourne,Lexer,Data Engineer - 6 month fixed term contract,Data Engineer,Victoria,Associate,Full-time,Analyst,IT Services and IT Consulting,"aws, python, sql",-37.8136,144.9631
Melbourne,Quantexa,Senior Data Engineer,Data Engineer,Victoria,Associate,Full-time,Information Technology,IT Services and IT Consulting,"go, java, python, scala, spark",-37.8136,144.9631
Melbourne,Intellify,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting,"aws, jira, python, snowflake, spark, sql",-37.8136,144.9631
Melbourne,RMIT University,Senior Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Information Technology,Higher Education,"aws, python",-37.8136,144.9631
Melbourne,Agoda,"Senior Data Analyst (Bangkok Based, relocation provided)",Data Analyst,Victoria,Associate,Full-time,Information Technology,"Technology, Information and Internet","excel, java, python, r, sql, tableau",-37.8136,144.9631
Melbourne,PlaySide Studios,Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,Information Technology,Computer Games,"go, jira, sql",-37.8136,144.9631
Melbourne,University of Melbourne,Senior Data Analyst,Data Analyst,Victoria,Mid-Senior level,Full-time,"Analyst, Information Technology, and Strategy/Planning",IT Services and IT Consulting and Higher Education,,-37.8136,144.9631
Melbourne,Randstad Australia,Data Analyst,Data Analyst,Victoria,Not Applicable,Contract,Information Technology,IT Services and IT Consulting,sql,-37.8136,144.9631
Melbourne,Afterpay,Lead Data Engineer,Data Engineer,Victoria,Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting,"aws, go, jira, python, spark, sql",-37.8136,144.9631
